name,year,expenses,degree,enrollment,level,control
Vatterott College-Joplin,2006,3589,,196,At least 2 but less than 4 years,Private for-profit
Vatterott College-Joplin,2007,2875,,215,At least 2 but less than 4 years,Private for-profit
Vatterott College-Joplin,2008,5466,,247,At least 2 but less than 4 years,Private for-profit
Vatterott College-Joplin,2009,2633,,536,At least 2 but less than 4 years,Private for-profit
Vatterott College-Joplin,2010,2110,,494,At least 2 but less than 4 years,Private for-profit
Vatterott College-Joplin,2011,2814,,287,At least 2 but less than 4 years,Private for-profit
Vatterott College-Joplin,2012,1924,,184,At least 2 but less than 4 years,Private for-profit
Vatterott College-Joplin,2013,2098,,236,At least 2 but less than 4 years,Private for-profit
Vatterott College-Kansas City,2006,5404,,533,At least 2 but less than 4 years,Private for-profit
Vatterott College-Kansas City,2007,3373,,463,At least 2 but less than 4 years,Private for-profit
Vatterott College-Kansas City,2008,3100,,399,At least 2 but less than 4 years,Private for-profit
Vatterott College-Kansas City,2009,2284,,960,At least 2 but less than 4 years,Private for-profit
Vatterott College-Kansas City,2010,2234,,977,At least 2 but less than 4 years,Private for-profit
Vatterott College-Kansas City,2011,2918,,727,At least 2 but less than 4 years,Private for-profit
Vatterott College-Kansas City,2012,3725,,588,At least 2 but less than 4 years,Private for-profit
Vatterott College-Kansas City,2013,1922,,540,At least 2 but less than 4 years,Private for-profit
Vatterott College-Springfield,2006,4996,,279,At least 2 but less than 4 years,Private for-profit
Vatterott College-Springfield,2007,3273,,329,At least 2 but less than 4 years,Private for-profit
Vatterott College-Springfield,2008,2841,,329,At least 2 but less than 4 years,Private for-profit
Vatterott College-Springfield,2009,1964,,609,At least 2 but less than 4 years,Private for-profit
Vatterott College-Springfield,2010,2041,,510,At least 2 but less than 4 years,Private for-profit
Vatterott College-Springfield,2011,2299,,363,At least 2 but less than 4 years,Private for-profit
Vatterott College-Springfield,2012,3826,,344,At least 2 but less than 4 years,Private for-profit
Vatterott College-Springfield,2013,1632,,312,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Charles,2006,2639,,178,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Charles,2007,2712,,271,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Charles,2008,3235,,229,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Charles,2009,3515,,392,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Charles,2010,3163,,374,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Charles,2011,3424,,320,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Charles,2012,2335,,291,Four or more years,Private for-profit
Vatterott College-St Charles,2013,1910,,305,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Joseph,2006,2379,,204,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Joseph,2007,3543,,232,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Joseph,2008,4648,,200,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Joseph,2009,6130,,304,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Joseph,2010,2444,,341,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Joseph,2011,2868,,306,At least 2 but less than 4 years,Private for-profit
Vatterott College-St Joseph,2012,16964,,232,Four or more years,Private for-profit
Vatterott College-St Joseph,2013,2251,,231,At least 2 but less than 4 years,Private for-profit
Vatterott College-Sunset Hills,2006,4436,,537,Four or more years,Private for-profit
Vatterott College-Sunset Hills,2007,4125,100,427,Four or more years,Private for-profit
Vatterott College-Sunset Hills,2008,4500,,494,Four or more years,Private for-profit
Vatterott College-Sunset Hills,2009,6585,,1052,Four or more years,Private for-profit
Vatterott College-Sunset Hills,2010,2485,,805,Four or more years,Private for-profit
Vatterott College-Sunset Hills,2011,3131,9,676,Four or more years,Private for-profit
Vatterott College-Sunset Hills,2012,5696,9,754,Four or more years,Private for-profit
Vatterott College-Sunset Hills,2013,394,13,624,Four or more years,Private for-profit
Velvet Touch Academy of Cosmetology,2006,0,,,At least 2 but less than 4 years,Private for-profit
Velvet Touch Academy of Cosmetology,2007,0,,,At least 2 but less than 4 years,Private for-profit
Velvet Touch Academy of Cosmetology,2008,0,,,At least 2 but less than 4 years,Private for-profit
Velvet Touch Academy of Cosmetology,2009,0,,,At least 2 but less than 4 years,Private for-profit
Velvet Touch Academy of Cosmetology,2010,0,,,At least 2 but less than 4 years,Private for-profit
Velvet Touch Academy of Cosmetology,2012,3573,,59,Four or more years,Private for-profit
Velvet Touch Academy of Cosmetology,2013,867,,61,At least 2 but less than 4 years,Private for-profit
Victory Trade School,2006,0,,,At least 2 but less than 4 years,Private not-for-profit
Victory Trade School,2007,0,,,At least 2 but less than 4 years,Private not-for-profit
Victory Trade School,2008,0,,,At least 2 but less than 4 years,Private not-for-profit
Victory Trade School,2009,0,,,At least 2 but less than 4 years,Private not-for-profit
Victory Trade School,2010,0,,33,At least 2 but less than 4 years,Private not-for-profit
Victory Trade School,2011,0,,49,At least 2 but less than 4 years,Private not-for-profit
Victory Trade School,2012,6225,,26,At least 2 but less than 4 years,Private for-profit
Victory Trade School,2013,0,,27,At least 2 but less than 4 years,Private not-for-profit
Virginia Baptist College,2006,0,,,Four or more years,Private not-for-profit
Virginia Baptist College,2007,0,,,Four or more years,Private not-for-profit
Virginia Baptist College,2008,0,,,Four or more years,Private not-for-profit
Virginia Baptist College,2009,0,,,Four or more years,Private not-for-profit
Virginia Baptist College,2010,0,,,Four or more years,Private not-for-profit
Virginia Baptist College,2013,1130,2,59,Four or more years,Private not-for-profit
Virginia Beach City Public Schools School of Practical Nursing,2006,83,,19,Less than 2 years (below associate),Public
Virginia Beach City Public Schools School of Practical Nursing,2007,69,,19,Less than 2 years (below associate),Public
Virginia Beach City Public Schools School of Practical Nursing,2008,65,,20,Less than 2 years (below associate),Public
Virginia Beach City Public Schools School of Practical Nursing,2009,47,,29,Less than 2 years (below associate),Public
Virginia Beach City Public Schools School of Practical Nursing,2010,14206,,34,Less than 2 years (below associate),Public
Virginia Beach City Public Schools School of Practical Nursing,2011,6439,,36,Less than 2 years (below associate),Public
Virginia Beach City Public Schools School of Practical Nursing,2012,7690,,23,Less than 2 years (below associate),Public
Virginia Beach City Public Schools School of Practical Nursing,2013,11700,,32,Less than 2 years (below associate),Public
Virginia College-Richmond,2006,0,,,At least 2 but less than 4 years,Private for-profit
Virginia College-Richmond,2007,0,,,At least 2 but less than 4 years,Private for-profit
Virginia College-Richmond,2008,0,,,At least 2 but less than 4 years,Private for-profit
Virginia College-Richmond,2009,0,,,At least 2 but less than 4 years,Private for-profit
Virginia College-Richmond,2010,0,,,At least 2 but less than 4 years,Private for-profit
Virginia College-Richmond,2011,260,,383,At least 2 but less than 4 years,Private for-profit
Virginia College-Richmond,2012,5082,,356,Less than 2 years (below associate),Private for-profit
Virginia College-Richmond,2013,6825,,447,At least 2 but less than 4 years,Private for-profit
Virginia Commonwealth University,2006,10220,45,24663,Four or more years,Public
Virginia Commonwealth University,2007,11185,47,25890,Four or more years,Public
Virginia Commonwealth University,2008,10671,49,26642,Four or more years,Public
Virginia Commonwealth University,2009,10559,50,27183,Four or more years,Public
Virginia Commonwealth University,2010,10922,50,27444,Four or more years,Public
Virginia Commonwealth University,2011,11451,4335,27420,Four or more years,Public
Virginia Commonwealth University,2012,4307,4625,27445,Four or more years,Public
Virginia Commonwealth University,2013,12826,4659,27186,Four or more years,Public
Virginia Highlands Community College,2006,4325,,1488,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2007,4603,,1531,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2008,4458,,1537,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2009,4256,,1749,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2010,4255,,1847,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2011,4828,,1733,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2012,6968,,1579,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2013,5335,,1539,At least 2 but less than 4 years,Public
Virginia Intermont College,2006,4806,92,833,Four or more years,Private not-for-profit
Virginia Intermont College,2007,7442,43,212,Four or more years,Private not-for-profit
Virginia Intermont College,2008,7770,30,479,Four or more years,Private not-for-profit
Virginia Intermont College,2009,9425,74,530,Four or more years,Private not-for-profit
Virginia Intermont College,2010,9509,29,549,Four or more years,Private not-for-profit
Virginia Intermont College,2011,9620,102,515,Four or more years,Private not-for-profit
Virginia Intermont College,2012,5310,112,466,Four or more years,Private not-for-profit
Virginia Intermont College,2013,10374,87,351,Four or more years,Private not-for-profit
Virginia Military Institute,2006,9674,73,1397,Four or more years,Public
Virginia Military Institute,2007,10526,68,1378,Four or more years,Public
Virginia Military Institute,2008,11147,74,1428,Four or more years,Public
Virginia Military Institute,2009,11039,73,1500,Four or more years,Public
Virginia Military Institute,2010,13272,70,1569,Four or more years,Public
Virginia Military Institute,2011,12121,324,1605,Four or more years,Public
Virginia Military Institute,2012,15580,305,1664,Four or more years,Public
Virginia Military Institute,2013,12475,359,1675,Four or more years,Public
Virginia Polytechnic Institute and State University,2006,7854,79,26710,Four or more years,Public
Virginia Polytechnic Institute and State University,2007,8454,78,28022,Four or more years,Public
Virginia Polytechnic Institute and State University,2008,8366,78,28717,Four or more years,Public
Virginia Polytechnic Institute and State University,2009,8207,80,28985,Four or more years,Public
Virginia Polytechnic Institute and State University,2010,9291,80,29179,Four or more years,Public
Virginia Polytechnic Institute and State University,2011,9117,5705,29045,Four or more years,Public
Virginia Polytechnic Institute and State University,2012,10969,5825,29305,Four or more years,Public
Virginia Polytechnic Institute and State University,2013,10476,5604,29452,Four or more years,Public
Virginia School of Hair Design,2006,3428,,76,Less than 2 years (below associate),Private for-profit
Virginia School of Hair Design,2007,1663,,71,Less than 2 years (below associate),Private for-profit
Virginia School of Hair Design,2008,1801,,61,Less than 2 years (below associate),Private for-profit
Virginia School of Hair Design,2009,2307,,57,Less than 2 years (below associate),Private for-profit
Virginia School of Hair Design,2010,1824,,106,Less than 2 years (below associate),Private for-profit
